: capital-common-countries
sim-word  sim-value
Norway    0.5300315618515015
Canada    0.5802633762359619
France    0.5821923613548279
Italy    0.5208399295806885
Sweden    0.5909289717674255
Iran    0.7381365299224854
Japan    0.6836792826652527
Greece    0.5295498967170715
Iraq    0.7784610986709595
Thailand    0.6948618292808533
China    0.7234393954277039
Germany    0.5970560908317566
Bern_NC    0.497576504945755
Egypt    0.70243239402771
Australia    0.6169842481613159
Finland    0.6971813440322876
Pakistan    0.8123713731765747
Afghanistan    0.709291934967041
Britain    0.6217109560966492
Spain    0.6929836273193359
Russia    0.8237830400466919
Norway    0.7030717134475708
Canada    0.6562575697898865
France    0.6843083500862122
Italy    0.6025850772857666
Sweden    0.7303111553192139
Iran    0.8635511994361877
Japan    0.7725999355316162
Greece    0.6323992013931274
Iraq    0.7371043562889099
Thailand    0.7950247526168823
China    0.7704687118530273
Germany    0.6952271461486816
Switzerland    0.5027072429656982
Egypt    0.7647275328636169
Australia    0.6877732276916504
Viet_Nam    0.7109317183494568
Pakistan    0.7291181087493896
Afghan    0.6359645128250122
Britain    0.6623522639274597
Spain    0.7539467811584473
Russia    0.7918932437896729
Norway    0.752316951751709
Canada    0.6696932315826416
France    0.7549223303794861
Italy    0.6867628693580627
Sweden    0.8256369829177856
Iran    0.7732709646224976
Japan    0.8030250668525696
Greece    0.6566226482391357
Mosul    0.6506971716880798
Thailand    0.752036452293396
China    0.7568842172622681
Germany    0.7419475317001343
Switzerland    0.5047451257705688
Egypt    0.7302725911140442
Australia    0.6987783908843994
Viet_Nam    0.6931596398353577
Cuba    0.6899740099906921
Afghan    0.7332905530929565
Britain    0.6056548357009888
Spain    0.6914530992507935
Russia    0.831927478313446
Norway    0.6795673966407776
Canada    0.6421676874160767
France    0.6944429874420166
Italy    0.6518086791038513
Sweden    0.7098783850669861
Iran    0.8605974316596985
Japan    0.7747603058815002
Greece    0.6418431401252747
Iraqi    0.74811190366745
Thailand    0.7783140540122986
China    0.8079828023910522
Germany    0.7216539978981018
Switzerland    0.49683260917663574
Egypt    0.7879177927970886
Australia    0.7616326808929443
Viet_Nam    0.7534357309341431
Cuba    0.7958502173423767
Finland    0.693510115146637
EURASIAN_NATURAL_RESOURCES_CORP.    0.5547584891319275
Spain    0.6156005859375
Russia    0.7199913859367371
Norway    0.5757439136505127
Ontario    0.551449179649353
France    0.6088169813156128
Italy    0.5375437140464783
Sweden    0.5849066376686096
Iran    0.7807148694992065
Japan    0.6695030927658081
Greece    0.5494598746299744
Iraq    0.8607981204986572
Thailand    0.6891649961471558
China    0.6837893128395081
Germany    0.6105466485023499
Bern_NC    0.42338475584983826
Egypt    0.6705427169799805
Mr_Rudd    0.6034548282623291
Vietnam    0.7514270544052124
Cuba    0.7205934524536133
Finland    0.5768634080886841
Pakistan    0.7463313341140747
Spain    0.6087852716445923
Russia    0.6502716541290283
Norway    0.5689430236816406
Canada    0.5256192684173584
France    0.6676379442214966
Italy    0.5715967416763306
Sweden    0.6610991358757019
Iran    0.6443779468536377
Japan    0.6889491081237793
Greece    0.5293721556663513
Iraqi    0.5854012966156006
Thailand    0.6264095306396484
China    0.6181186437606812
Germany    0.5952338576316833
Hanover    0.4530367851257324
Egypt    0.5641492009162903
Australia    0.6054890751838684
Viet_Nam    0.5810423493385315
Cuba    0.5627489686012268
Finland    0.6215444207191467
Pakistan    0.6654638051986694
Afghan    0.5733120441436768
Russia    0.8136782050132751
Norway    0.7230186462402344
Canada    0.6814807653427124
France    0.7609946727752686
Italy    0.7004685997962952
Sweden    0.7822341918945312
Iran    0.7588755488395691
Japan    0.8010953664779663
Greece    0.6898481845855713
Mosul    0.6579501628875732
Thailand    0.7701379656791687
China    0.7744125723838806
Germany    0.7501679062843323
Switzerland    0.48540329933166504
Egypt    0.7326661348342896
Australia    0.706891655921936
Viet_Nam    0.7359682321548462
Cuba    0.7222690582275391
Finland    0.7638067007064819
Pakistan    0.7176594734191895
Herat    0.6163390874862671
Britain    0.6784723401069641
Norway    0.7606369853019714
Canada    0.7216338515281677
France    0.8050409555435181
Italy    0.7074910998344421
Sweden    0.805422842502594
Iran    0.8776857256889343
Japan    0.8773881196975708
Greece    0.6744522452354431
Mosul    0.7155514359474182
Thailand    0.842517077922821
China    0.8687477707862854
Germany    0.777425229549408
Switzerland    0.48516905307769775
Egypt    0.8018569350242615
Australia    0.7593483328819275
Viet_Nam    0.7691516280174255
Cuba    0.7886744737625122
Finland    0.7779611945152283
Pakistan    0.8369842171669006
Afghan    0.7208551168441772
Britain    0.7028805613517761
Spain    0.7905085682868958
Canada    0.6809220910072327
France    0.731560468673706
Italy    0.6817960143089294
Sweden    0.8222189545631409
Iran    0.7522603273391724
Japan    0.7785905003547668
Greece    0.631377100944519
Mosul    0.6509431600570679
Thailand    0.7387948632240295
China    0.7163815498352051
Germany    0.721919059753418
Switzerland    0.5127914547920227
Egypt    0.6662337183952332
Australia    0.6750895977020264
Viet_Nam    0.6644772887229919
Cuba    0.687487006187439
Finland    0.7806000113487244
Pakistan    0.7272922992706299
Afghan    0.6326096057891846
Britain    0.6456331014633179
Spain    0.7302019596099854
Russia    0.7961567044258118
France    0.6939915418624878
Italy    0.6293004751205444
Sweden    0.6766182780265808
Iran    0.7350882291793823
Japan    0.7678512930870056
Greece    0.6065005660057068
Mosul    0.6319442391395569
Thailand    0.711449384689331
China    0.7349016070365906
Germany    0.7051476836204529
Switzerland    0.5049155950546265
Egypt    0.6439140439033508
Australia    0.7822460532188416
Viet_Nam    0.6644909381866455
Cuba    0.6701314449310303
Finland    0.6524146795272827
Pakistan    0.6897966861724854
Afghan    0.5671024918556213
UK    0.636229395866394
Spain    0.7073505520820618
Russia    0.7822917699813843
Norway    0.6731112599372864
Italy    0.7143560647964478
Sweden    0.7924454808235168
Iran    0.7771149277687073
Japan    0.8167769312858582
Greece    0.637862503528595
Mosul    0.6609416007995605
Thailand    0.750830888748169
China    0.7644792199134827
Germany    0.7901254892349243
Switzerland    0.48789724707603455
Egypt    0.7062106728553772
Australia    0.7059868574142456
Viet_Nam    0.7121440172195435
Cuba    0.7165152430534363
Finland    0.7654454112052917
Pakistan    0.7565772533416748
Afghan    0.669233500957489
Britain    0.7368935942649841
Spain    0.7776166200637817
Russia    0.834155797958374
Norway    0.7406579852104187
Canada    0.6765265464782715
Sweden    0.7650186419487
Iran    0.722395658493042
Japan    0.7659536600112915
Greece    0.6582207083702087
Iraqi    0.6279985904693604
Thailand    0.7367711067199707
China    0.738448977470398
Germany    0.7924448251724243
Switzerland    0.5860610604286194
Egypt    0.6917356848716736
Australia    0.7035337090492249
Viet_Nam    0.6718668937683105
Cuba    0.6652557253837585
Finland    0.7448439598083496
Pakistan    0.7375875115394592
Afghan    0.6492578387260437
UK    0.623056948184967
Spain    0.7485761046409607
Russia    0.7561044692993164
Norway    0.714056670665741
Canada    0.6508231163024902
France    0.7486129403114319
Iran    0.7674086689949036
Japan    0.8198506832122803
Greece    0.6445161700248718
Mosul    0.674405574798584
Thailand    0.7606315612792969
China    0.7469374537467957
Germany    0.7917513251304626
Switzerland    0.5347192287445068
Egypt    0.7208700776100159
Australia    0.6957679986953735
Viet_Nam    0.6892715096473694
Cuba    0.7302880883216858
Finland    0.8304908275604248
Pakistan    0.7434418797492981
Afghan    0.6353626847267151
Britain    0.6828158497810364
Spain    0.779670238494873
Russia    0.8211641311645508
Norway    0.7942283153533936
Canada    0.6786275506019592
France    0.7826050519943237
Italy    0.7247942686080933
Japan    0.7860096096992493
Greece    0.657496988773346
Iraq    0.7758105993270874
Thailand    0.8036007881164551
China    0.8198245763778687
Germany    0.6948079466819763
coach_Bobby_Curlings    0.5130249261856079
Egypt    0.8029150366783142
Australia    0.7018476724624634
Viet_Nam    0.7534172534942627
Cuba    0.8335038423538208
Finland    0.6951573491096497
Pakistan    0.8478929996490479
Afghan    0.7277184128761292
Britain    0.6258983612060547
Spain    0.7075908184051514
Russia    0.8626428842544556
Norway    0.7017198204994202
Canada    0.6508047580718994
France    0.680817186832428
Italy    0.6060930490493774
Sweden    0.7119143009185791
Greece    0.6701824069023132
Iraq    0.7005369663238525
Thailand    0.8329715132713318
China    0.8427804708480835
Germany    0.7607141733169556
Switzerland    0.48349660634994507
Egypt    0.760470986366272
Australia    0.7408983111381531
Viet_Nam    0.7667806148529053
Cuba    0.766819417476654
Finland    0.7938802242279053
Pakistan    0.794365644454956
Afghanistan    0.6684214472770691
Britain    0.7236440181732178
Spain    0.7904621362686157
Russia    0.8863135576248169
Norway    0.7558910846710205
Canada    0.7142959237098694
France    0.7889979481697083
Italy    0.6944944858551025
Sweden    0.8109342455863953
Iran    0.8259532451629639
